"first_last","province","gender","year_of_birth","year_of_death","year","exit_year","party","gen_cohort","year_range","years_total","sessions_total","start_year","age_start"
"tilson_david","Ontario","m",1941,NA,1990,2002,"Progressice Conservative","Silent","1925-1942",12,24,1990,49
"timbrell_dennis","Ontario","m",1946,NA,1971,1987,"Progressice Conservative","Babyboom","1943-1960",16,32,1971,25
"tory_john","Ontario","m",1954,NA,2003,2007,"Progressice Conservative","Babyboom","1943-1960",4,8,2003,49
"treleaven_dick","Ontario","m",1934,NA,1981,1987,"Progressice Conservative","Silent","1925-1942",6,12,1981,47
"tsubouchi_dave","Ontario","m",1951,NA,1995,2003,"Progressice Conservative","Babyboom","1943-1960",8,16,1995,44
"turnbull_david","Ontario","m",1942,NA,1990,2003,"Progressice Conservative","Silent","1925-1942",13,26,1990,48
"vanhorne_ron","Ontario","m",1932,2017,1977,1987,"Liberal","Silent","1925-1942",10,20,1977,45
"vankoughnet_william","Ontario","m",1943,NA,1995,1999,"Progressice Conservative","Babyboom","1943-1960",4,8,1995,52
"vanthof_john","Ontario","m",1963,NA,2011,2024,"CCF/NDP","GenerationX","1961-1981",13,26,2011,48
"velshi_murad","Ontario","m",1935,NA,1987,1990,"Liberal","Silent","1925-1942",3,6,1987,52
"vernile_daiene","Ontario","f",1960,NA,2014,2018,"Liberal","Babyboom","1943-1960",4,8,2014,54
"villeneuve_noble","Ontario","m",1938,2018,1981,1999,"Progressice Conservative","Silent","1925-1942",18,36,1981,43
"walker_bill","Ontario","m",1966,NA,2011,2024,"Progressice Conservative","GenerationX","1961-1981",13,26,2011,45
"ward_brad","Ontario","m",1956,NA,1990,1995,"CCF/NDP","Babyboom","1943-1960",5,10,1990,34
"ward_chris","Ontario","m",1949,NA,1985,1990,"Liberal","Babyboom","1943-1960",5,10,1985,36
"ward_margery","Ontario","f",1942,1993,1990,1993,"CCF/NDP","Silent","1925-1942",3,6,1990,48
"warkmartyn_shelley","Ontario","f",1963,NA,1990,1995,"CCF/NDP","GenerationX","1961-1981",5,10,1990,27
"watson_andy","Ontario","m",1937,NA,1977,1985,"Progressice Conservative","Silent","1925-1942",8,16,1977,40
"watson_jim","Ontario","m",1961,NA,2003,2010,"Liberal","GenerationX","1961-1981",7,14,2003,42
"welch_bob","Ontario","m",1928,2000,1963,1985,"Progressice Conservative","Silent","1925-1942",22,44,1963,35
"wells_thomas","Ontario","m",1930,2000,1963,1985,"Progressice Conservative","Silent","1925-1942",22,44,1963,33
"wessenger_paul","Ontario","m",1937,NA,1990,1995,"CCF/NDP","Silent","1925-1942",5,10,1990,53
"wettlaufer_wayne","Ontario","m",1943,2015,1995,2003,"Progressice Conservative","Babyboom","1943-1960",8,16,1995,52
"white_drummond","Ontario","m",1951,NA,1990,1995,"CCF/NDP","Babyboom","1943-1960",5,10,1990,39
"wildman_charles","Ontario","m",1946,NA,1975,1999,"CCF/NDP","Babyboom","1943-1960",24,48,1975,29
"williams_john","Ontario","m",1930,NA,1975,1985,"Progressice Conservative","Silent","1925-1942",10,20,1975,45
"wilson_fred","Ontario","m",1941,NA,1990,1995,"CCF/NDP","Silent","1925-1942",5,10,1990,49
"wilson_gary","Ontario","m",1946,NA,1990,1995,"CCF/NDP","Babyboom","1943-1960",5,10,1990,44
"wilson_jim","Ontario","m",1963,NA,1990,2024,"Progressice Conservative","GenerationX","1961-1981",34,68,1990,27
"wilson_mavis","Ontario","f",1949,NA,1987,1990,"Liberal","Babyboom","1943-1960",3,6,1987,38
"winninger_david","Ontario","m",1949,NA,1990,1995,"CCF/NDP","Babyboom","1943-1960",5,10,1990,41
"wiseman_douglas","Ontario","m",1930,2020,1971,1990,"Progressice Conservative","Silent","1925-1942",19,38,1971,41
"wiseman_james","Ontario","m",1949,NA,1990,1995,"CCF/NDP","Babyboom","1943-1960",5,10,1990,41
"witmer_elizabeth","Ontario","f",1946,NA,1990,2012,"Progressice Conservative","Babyboom","1943-1960",22,44,1990,44
"wong_bob","Ontario","m",1941,NA,1987,1990,"Liberal","Silent","1925-1942",3,6,1987,46
"wong_soo","Ontario","f",1962,NA,2011,2018,"Liberal","GenerationX","1961-1981",7,14,2011,49
"wong_tony","Ontario","m",1948,2009,2003,2006,"Liberal","Babyboom","1943-1960",3,6,2003,55
"wood_bob","Ontario","m",1949,NA,1995,2003,"Progressice Conservative","Babyboom","1943-1960",8,16,1995,46
"wood_leonard","Ontario","m",1942,NA,1990,1999,"CCF/NDP","Silent","1925-1942",9,18,1990,48
"wrye_bill","Ontario","m",1944,NA,1981,1990,"Liberal","Babyboom","1943-1960",9,18,1981,37
"wynne_kathleen","Ontario","f",1953,NA,2003,2024,"Liberal","Babyboom","1943-1960",21,42,2003,50
"yakabuski_john","Ontario","m",1957,NA,2003,2024,"Progressice Conservative","Babyboom","1943-1960",21,42,2003,46
"young_david","Ontario","m",1957,NA,1999,2003,"Progressice Conservative","Babyboom","1943-1960",4,8,1999,42
"young_terence","Ontario","m",1952,NA,1995,1999,"Progressice Conservative","Babyboom","1943-1960",4,8,1995,43
"yurek_jeff","Ontario","m",1971,NA,2011,2024,"Progressice Conservative","GenerationX","1961-1981",13,26,2011,40
"ziemba_ed","Ontario","m",1932,NA,1975,1981,"CCF/NDP","Silent","1925-1942",6,12,1975,43
"ziemba_elaine","Ontario","f",1942,NA,1990,1995,"CCF/NDP","Silent","1925-1942",5,10,1990,48
"zimmer_david","Ontario","m",1944,NA,2003,2018,"Liberal","Babyboom","1943-1960",15,30,2003,59
"jean_alfred","Quebec","m",1940,2015,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,36
"simon_allaire","Quebec","m",1977,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,41
"dominique_anglade","Quebec","f",1974,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,40
"francois_aquin","Quebec","m",1929,2017,1966,1968,"Liberal","Silent","1925-1942",2,4,1966,37
"pierre_arcand","Quebec","m",1951,NA,2007,2024,"Liberal","Babyboom","1943-1960",17,34,2007,56
"damien_arsenault","Quebec","m",1960,NA,2008,2012,"Liberal","Babyboom","1943-1960",4,8,2008,48
"joel_arseneau","Quebec","m",1965,NA,2018,2024,"Parti Quebecois","GenerationX","1961-1981",6,12,2018,53
"maxime_arseneau","Quebec","m",1949,NA,1998,2008,"Parti Quebecois","Babyboom","1943-1960",10,20,1998,49
"mario_asselin","Quebec","m",1961,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,57
"vincent_auclair","Quebec","m",1965,NA,2003,2012,"Liberal","GenerationX","1961-1981",9,18,2003,38
"jean_audet","Quebec","m",1956,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,29
"michel_audet","Quebec","m",1940,NA,2003,2007,"Liberal","Silent","1925-1942",4,8,2003,63
"jeanmartin_aussant","Quebec","m",1970,NA,2008,2012,"Parti Quebecois","GenerationX","1961-1981",4,8,2008,38
"andre_bachand","Quebec","m",1961,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,57
"raymond_bachand","Quebec","m",1947,NA,2003,2013,"Liberal","Babyboom","1943-1960",10,20,2003,56
"guy_bacon","Quebec","m",1936,2018,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,34
"diane_barbeau","Quebec","f",1961,NA,1994,2003,"Parti Quebecois","GenerationX","1961-1981",9,18,1994,33
"gilles_baril","Quebec","m",1940,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,45
"gaetan_barrette","Quebec","m",1956,NA,2014,2024,"Liberal","Babyboom","1943-1960",10,20,2014,58
"line_beauchamp","Quebec","f",1963,NA,1998,2012,"Liberal","GenerationX","1961-1981",14,28,1998,35
"regent_beaudet","Quebec","m",1939,NA,1994,1997,"Liberal","Silent","1925-1942",3,6,1994,55
"andre_beaudin","Quebec","m",1942,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,43
"mario_beaulieu","Quebec","m",1930,1998,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,36
"francois_beaulne","Quebec","m",1946,NA,1989,2003,"Parti Quebecois","Babyboom","1943-1960",14,28,1989,43
"pascal_beaupre","Quebec","m",1983,NA,2007,2008,"Action Democratique du Quebec","Millenial","1982-2004",1,2,2007,24
"jeanmarie_beauregard","Quebec","m",1932,2011,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,41
"jacques_beausejour","Quebec","m",1939,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,37
"claude_bechard","Quebec","m",1969,2010,1994,2010,"Liberal","GenerationX","1961-1981",16,32,1994,25
"marcandre_bedard","Quebec","m",1935,NA,1973,1985,"Parti Quebecois","Silent","1925-1942",12,24,1973,38
"marcel_bedard","Quebec","m",1940,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,33
"stephane_bedard","Quebec","m",1968,NA,1998,2015,"Parti Quebecois","GenerationX","1961-1981",17,34,1998,30
"louise_begin","Quebec","f",1955,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,30
"paul_begin","Quebec","m",1943,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,51
"jeanlouis_beland","Quebec","m",1932,NA,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,38
"gilles_belanger","Quebec","m",1958,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,60
"guy_belanger","Quebec","m",1942,2016,1985,1993,"Liberal","Silent","1925-1942",8,16,1985,43
"madeleine_belanger","Quebec","f",1932,NA,1981,2003,"Liberal","Silent","1925-1942",22,44,1981,49
"pierre_belanger","Quebec","m",1960,NA,1989,1998,"Parti Quebecois","Babyboom","1943-1960",9,18,1989,29
"jeanpierre_belisle","Quebec","m",1948,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,37
"gilles_bellemare","Quebec","m",1932,1980,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,41
"marc_bellemare","Quebec","m",1956,NA,2003,2004,"Liberal","Babyboom","1943-1960",1,2,2003,47
"francisedouard_belliveau","Quebec","m",1928,2010,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,38
"francois_benjamin","Quebec","m",1962,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,45
"frantz_benjamin","Quebec","m",1968,NA,2018,2024,"Liberal","GenerationX","1961-1981",6,12,2018,50
"hubert_benoit","Quebec","m",1963,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,44
"robert_benoit","Quebec","m",1944,NA,1989,2003,"Liberal","Babyboom","1943-1960",14,28,1989,45
"marcel_berard","Quebec","m",1933,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,40
"jeanguy_bergeron","Quebec","m",1927,2018,1989,1994,"Liberal","Silent","1925-1942",5,10,1989,62
"jeanpaul_bergeron","Quebec","m",1947,NA,1998,2003,"Parti Quebecois","Babyboom","1943-1960",5,10,1998,51
"marc_bergeron","Quebec","m",1933,2003,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,33
"stephane_bergeron","Quebec","m",1965,NA,2003,2018,"Parti Quebecois","GenerationX","1961-1981",15,30,2003,38
"lawrence_bergman","Quebec","m",1940,NA,1994,2014,"Liberal","Silent","1925-1942",20,40,1994,54
"jacques_bernier","Quebec","m",1928,1992,1962,1966,"Liberal","Silent","1925-1942",4,8,1962,34
"paul_berthiaume","Quebec","m",1939,2003,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,31
"jeanfrancois_bertrand","Quebec","m",1946,NA,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,30
"roger_bertrand","Quebec","m",1947,NA,1989,2003,"Parti Quebecois","Babyboom","1943-1960",14,28,1989,42
"rosaire_bertrand","Quebec","m",1936,NA,1994,2007,"Parti Quebecois","Silent","1925-1942",13,26,1994,58
"pascal_berube","Quebec","m",1975,NA,2007,2024,"Parti Quebecois","GenerationX","1961-1981",17,34,2007,32
"yves_berube","Quebec","m",1940,1993,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,36
"jean_bienvenue","Quebec","m",1928,2018,1966,1976,"Liberal","Silent","1925-1942",10,20,1966,38
"stephane_billette","Quebec","m",1971,NA,2008,2018,"Liberal","GenerationX","1961-1981",10,20,2008,37
"david_birnbaum","Quebec","m",1956,NA,2014,2024,"Liberal","Babyboom","1943-1960",10,20,2014,58
"rodrigue_biron","Quebec","m",1934,NA,1976,1985,"Union Nationale","Silent","1925-1942",9,18,1976,42
"guy_bisaillon","Quebec","m",1939,2017,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,37
"michel_bissonnet","Quebec","m",1942,NA,1981,2008,"Liberal","Silent","1925-1942",27,54,1981,39
"gaston_blackburn","Quebec","m",1942,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,43
"jeannel_blackburn","Quebec","f",1934,NA,1985,1998,"Parti Quebecois","Silent","1925-1942",13,26,1985,51
"karl_blackburn","Quebec","m",1967,NA,2003,2007,"Liberal","GenerationX","1961-1981",4,8,2003,36
"francois_blais","Quebec","m",1961,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,53
"marguerite_blais","Quebec","f",1950,NA,2007,2024,"Liberal","Babyboom","1943-1960",17,34,2007,57
"yves_blais","Quebec","m",1931,1998,1981,1998,"Parti Quebecois","Silent","1925-1942",17,34,1981,50
"manon_blanchet","Quebec","f",1968,NA,1998,2003,"Parti Quebecois","GenerationX","1961-1981",5,10,1998,30
"yvesfrancois_blanchet","Quebec","m",1965,NA,2008,2014,"Parti Quebecois","GenerationX","1961-1981",6,12,2008,43
"luc_blanchette","Quebec","m",1960,NA,2014,2018,"Liberal","Babyboom","1943-1960",4,8,2014,54
"madeleine_bleau","Quebec","f",1928,2014,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,57
"rene_blouin","Quebec","m",1948,NA,1981,1985,"Parti Quebecois","Babyboom","1943-1960",4,8,1981,33
"ghislain_bolduc","Quebec","m",1952,NA,2012,2018,"Liberal","Babyboom","1943-1960",6,12,2012,60
"yves_bolduc","Quebec","m",1957,NA,2008,2015,"Liberal","Babyboom","1943-1960",7,14,2008,51
"francois_bonnardel","Quebec","m",1967,NA,2007,2024,"Action Democratique du Quebec","GenerationX","1961-1981",17,34,2007,40
"jeanpaul_bordeleau","Quebec","m",1943,NA,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,33
"yvan_bordeleau","Quebec","m",1942,NA,1989,2007,"Liberal","Silent","1925-1942",18,36,1989,47
"alfred_bosse","Quebec","m",1925,2001,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,45
"camil_bouchard","Quebec","m",1945,NA,2003,2010,"Parti Quebecois","Babyboom","1943-1960",7,14,2003,58
"daniel_bouchard","Quebec","m",1968,NA,2003,2007,"Liberal","GenerationX","1961-1981",4,8,2003,35
"lucien_bouchard","Quebec","m",1938,NA,1994,2001,"Parti Quebecois","Silent","1925-1942",7,14,1994,56
"claude_boucher","Quebec","m",1942,NA,1994,2007,"Parti Quebecois","Silent","1925-1942",13,26,1994,52
"etiennealexis_boucher","Quebec","m",1978,NA,2008,2012,"Parti Quebecois","GenerationX","1961-1981",4,8,2008,30
"jean_boucher","Quebec","m",1962,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,52
"jules_boucher","Quebec","m",1933,1999,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,43
"huguette_boucherbacon","Quebec","f",1947,NA,1989,1994,"Liberal","Babyboom","1943-1960",5,10,1989,42
"jean_boudreault","Quebec","m",1930,1982,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,43
"marie_bouille","Quebec","f",1957,NA,2008,2014,"Parti Quebecois","Babyboom","1943-1960",6,12,2008,51
"andre_boulerice","Quebec","m",1946,NA,1985,2005,"Parti Quebecois","Babyboom","1943-1960",20,40,1985,39
"jean_boulet","Quebec","m",1956,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,62
"julie_boulet","Quebec","f",1959,NA,1998,2018,"Liberal","Babyboom","1943-1960",20,40,1998,39
"marc_boulianne","Quebec","m",1941,NA,1998,2003,"Parti Quebecois","Silent","1925-1942",5,10,1998,57
"andre_bourbeau","Quebec","m",1936,2018,1981,2003,"Liberal","Silent","1925-1942",22,44,1981,45
"marc_bourcier","Quebec","m",1957,NA,2014,2018,"Parti Quebecois","Babyboom","1943-1960",4,8,2014,57
"alexandre_bourdeau","Quebec","m",1978,NA,2003,2007,"Parti Quebecois","GenerationX","1961-1981",4,8,2003,25
"michel_bourdon","Quebec","m",1943,2004,1989,1996,"Parti Quebecois","Babyboom","1943-1960",7,14,1989,46
"guy_bourgeois","Quebec","m",1958,NA,2014,2018,"Liberal","Babyboom","1943-1960",4,8,2014,56
"denis_bousquet","Quebec","m",1928,1997,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,38
"jeanclaude_boutin","Quebec","m",1941,NA,1973,1974,"Liberal","Silent","1925-1942",1,2,1973,32
"jeanhugues_boutin","Quebec","m",1936,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,37
"joelle_boutin","Quebec","f",1979,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,39
"daniel_bradet","Quebec","m",1946,2010,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,39
"jacques_brassard","Quebec","m",1940,NA,1976,2002,"Parti Quebecois","Silent","1925-1942",26,52,1976,36
"daniel_breton","Quebec","m",1962,NA,2012,2014,"Parti Quebecois","GenerationX","1961-1981",2,4,2012,50
"levis_brien","Quebec","m",1955,NA,1994,1998,"Parti Quebecois","Babyboom","1943-1960",4,8,1994,39
"aime_brisson","Quebec","m",1928,NA,1962,1976,"Liberal","Silent","1925-1942",14,28,1962,34
"bernard_brodeur","Quebec","m",1956,NA,1994,2007,"Liberal","Babyboom","1943-1960",13,26,1994,38
"pierrea_brouillette","Quebec","m",1951,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,34
"leo_bureaublouin","Quebec","m",1991,NA,2012,2014,"Parti Quebecois","Millenial","1982-2004",2,4,2012,21
"robert_burns","Quebec","m",1936,2014,1970,1979,"Parti Quebecois","Silent","1925-1942",9,18,1970,34
"paul_busque","Quebec","m",1960,NA,2014,2018,"Liberal","Babyboom","1943-1960",4,8,2014,54
"robert_bussiere","Quebec","m",1955,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,63
"gerard_cadieux","Quebec","m",1928,2004,1962,1976,"Liberal","Silent","1925-1942",14,28,1962,34
"eric_caire","Quebec","m",1965,NA,2007,2024,"Action Democratique du Quebec","GenerationX","1961-1981",17,34,2007,42
"lewis_camden","Quebec","m",1953,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,32
"neil_cameron","Quebec","m",1938,NA,1989,1994,"Equality Party","Silent","1925-1942",5,10,1989,51
"martin_camirand","Quebec","m",1965,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,42
"jean_campeau","Quebec","m",1931,NA,1994,1998,"Parti Quebecois","Silent","1925-1942",4,8,1994,63
"lawrence_cannon","Quebec","m",1947,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,38
"serge_cardin","Quebec","m",1950,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,62
"pierrette_cardinal","Quebec","f",1931,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,54
"lionel_carmant","Quebec","m",1965,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,53
"jocelyne_caron","Quebec","f",1951,NA,1989,2007,"Parti Quebecois","Babyboom","1943-1960",18,36,1989,38
"lucien_caron","Quebec","m",1929,2003,1970,1985,"Liberal","Silent","1925-1942",15,30,1970,41
"vincent_caron","Quebec","m",1969,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,49
"marc_carriere","Quebec","m",1964,NA,2008,2018,"Liberal","GenerationX","1961-1981",10,20,2008,44
"denise_carrierperreault","Quebec","f",1946,NA,1989,2003,"Parti Quebecois","Babyboom","1943-1960",14,28,1989,43
"claude_castonguay","Quebec","m",1929,NA,1970,1973,"Liberal","Silent","1925-1942",3,6,1970,41
"jacques_chagnon","Quebec","m",1952,NA,1985,2018,"Liberal","Babyboom","1943-1960",33,66,1985,33
"denis_chalifoux","Quebec","m",1955,NA,1994,1998,"Liberal","Babyboom","1943-1960",4,8,1994,39
"jeanpaul_champagne","Quebec","m",1931,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,50
"serge_champagne","Quebec","m",1943,1984,1981,1984,"Liberal","Babyboom","1943-1960",3,6,1981,38
"gilles_chapadeau","Quebec","m",1960,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,52
"eric_charbonneau","Quebec","m",1969,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,38
"francine_charbonneau","Quebec","f",1962,NA,2008,2024,"Liberal","GenerationX","1961-1981",16,32,2008,46
"michel_charbonneau","Quebec","m",1948,NA,1989,1994,"Liberal","Babyboom","1943-1960",5,10,1989,41
"yvon_charbonneau","Quebec","m",1940,2016,1994,1997,"Liberal","Silent","1925-1942",3,6,1994,54
"jean_charest","Quebec","m",1958,NA,1998,2012,"Liberal","Babyboom","1943-1960",14,28,1998,40
"nancy_charest","Quebec","f",1959,2014,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,44
"solange_charest","Quebec","f",1950,NA,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,44
"benoit_charette","Quebec","m",1976,NA,2008,2024,"Parti Quebecois","GenerationX","1961-1981",16,32,2008,32
"lucie_charlebois","Quebec","f",1959,NA,2003,2018,"Liberal","Babyboom","1943-1960",15,30,2003,44
"claude_charron","Quebec","m",1946,NA,1970,1982,"Parti Quebecois","Babyboom","1943-1960",12,24,1970,24
"mariechantal_chasse","Quebec","f",1967,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,51
"youri_chassin","Quebec","m",1977,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,41
"andre_chenail","Quebec","m",1946,NA,1989,2007,"Liberal","Babyboom","1943-1960",18,36,1989,43
"normand_cherry","Quebec","m",1938,NA,1989,1998,"Liberal","Silent","1925-1942",9,18,1989,51
"guy_chevrette","Quebec","m",1940,NA,1976,2002,"Parti Quebecois","Silent","1925-1942",26,52,1976,36
"roch_cholette","Quebec","m",1963,NA,1998,2008,"Liberal","GenerationX","1961-1981",10,20,1998,35
"jerome_choquette","Quebec","m",1928,2017,1966,1976,"Liberal","Silent","1925-1942",10,20,1966,38
"john_ciaccia","Quebec","m",1933,2018,1973,1998,"Liberal","Silent","1925-1942",25,50,1973,40
"enrico_ciccone","Quebec","m",1970,NA,2018,2024,"Liberal","GenerationX","1961-1981",6,12,2018,48
"michel_clair","Quebec","m",1950,NA,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,26
"christian_claveau","Quebec","m",1952,NA,1985,1994,"Parti Quebecois","Babyboom","1943-1960",9,18,1985,33
"jeanmarie_claveau","Quebec","m",1950,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,62
"maurice_clermont","Quebec","m",1944,NA,2003,2008,"Liberal","Babyboom","1943-1960",5,10,2003,59
"david_cliche","Quebec","m",1952,NA,1994,2002,"Parti Quebecois","Babyboom","1943-1960",8,16,1994,42
"alexandre_cloutier","Quebec","m",1977,NA,2007,2018,"Parti Quebecois","GenerationX","1961-1981",11,22,2007,30
"martin_coiteux","Quebec","m",1962,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,52
"russell_copeman","Quebec","m",1960,NA,1994,2008,"Liberal","Babyboom","1943-1960",14,28,1994,34
"francois_corriveau","Quebec","m",1969,NA,1998,2003,"Action Democratique du Quebec","GenerationX","1961-1981",5,10,1998,29
"albert_cote","Quebec","m",1927,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,58
"jacques_cote","Quebec","m",1944,NA,1998,2008,"Parti Quebecois","Babyboom","1943-1960",10,20,1998,54
"michel_cote","Quebec","m",1937,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,57
"michelle_courchesne","Quebec","f",1953,NA,2003,2012,"Liberal","Babyboom","1943-1960",9,18,2003,50
"claude_cousineau","Quebec","m",1950,NA,1998,2018,"Parti Quebecois","Babyboom","1943-1960",20,40,1998,48
"jacques_couture","Quebec","m",1929,1995,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,47
"jeanjacques_croteau","Quebec","m",1930,NA,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,36
"louise_cuerrier","Quebec","f",1926,NA,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,50
"pierre_curzi","Quebec","m",1946,NA,2007,2012,"Parti Quebecois","Babyboom","1943-1960",5,10,2007,61
"william_cusano","Quebec","m",1943,2012,1981,2007,"Liberal","Babyboom","1943-1960",26,52,1981,38
"jean_damour","Quebec","m",1963,NA,2008,2018,"Liberal","GenerationX","1961-1981",10,20,2008,45
"sylvie_damours","Quebec","f",1960,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,54
"jean_damphousse","Quebec","m",1952,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,55
"helene_daneault","Quebec","f",1961,NA,2012,2014,"Coalition Avenir Quebec","GenerationX","1961-1981",2,4,2012,51
"suzanne_dansereau","Quebec","f",1952,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,66
"jacques_daoust","Quebec","m",1948,2017,2014,2016,"Liberal","Babyboom","1943-1960",2,4,2014,66
"claude_dauphin","Quebec","m",1953,NA,1981,1994,"Liberal","Babyboom","1943-1960",13,26,1981,28
"francoise_david","Quebec","f",1948,NA,2012,2017,"Quebec Solidaire","Babyboom","1943-1960",5,10,2012,64
"helene_david","Quebec","f",1953,NA,2014,2024,"Liberal","Babyboom","1943-1960",10,20,2014,61
"denis_debelleval","Quebec","m",1939,NA,1976,1982,"Parti Quebecois","Silent","1925-1942",6,12,1976,37
"albert_demartin","Quebec","m",1951,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,56
"rita_desantis","Quebec","f",1954,NA,2012,2018,"Liberal","Babyboom","1943-1960",6,12,2012,58
"robert_dean","Quebec","m",1927,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,54
"margaret_delisle","Quebec","f",1946,NA,1994,2007,"Liberal","Babyboom","1943-1960",13,26,1994,48
"gerard_deltell","Quebec","m",1964,NA,2008,2015,"Action Democratique du Quebec","GenerationX","1961-1981",7,14,2008,44
"michel_denis","Quebec","m",1932,2001,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,41
"andre_deom","Quebec","m",1929,1993,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,44
"monsef_derraji","Quebec","m",1976,NA,2018,2024,"Liberal","GenerationX","1961-1981",6,12,2018,42
"hubert_desbiens","Quebec","m",1931,2009,1976,1989,"Parti Quebecois","Silent","1925-1942",13,26,1976,45
"robert_deschamps","Quebec","m",1940,NA,2007,2008,"Action Democratique du Quebec","Silent","1925-1942",1,2,2007,67
"pierre_descoteaux","Quebec","m",1952,2018,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,51
"remy_desilets","Quebec","m",1952,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,42
